Number,Reference,Name,Text Content,Document,Codes,Number of Codes,Comment,Start position,End position,Extent,Creator,Creation Date,Modifier,Modification Date
42:9,p 8,,"So what did the experiment tell me about myself? Am I a woman or a man? A subject or an object? Corporeal or incorporeal? Or, am I something in-between or outside of these dichot- omies? Am I hairspray? Or am I a toy poodle?",Mutant in the mirror_ Queer becomings with AI.pdf,Paper Reflection: Comment,1,"It seems to me that the method and the question are not aligned. If person would feed images of themselves and their family/objects to AI and then ask AI to classify them (in terms of gender), then they could make conclusions about AI being discriminatory, based on (binary) gender classification etc. and that would make sense. If they ask AI to classify its own nonsensically generated images, then what does this have to do with the question of gender if persons are being classified as toys and hairspray? Their argument is that mutations are rebelling against classification, but I personally don't see how classifying a person as hair spray contributes to de-binary-zing their identity. Honestly, WTF",8,8,1,Marija Mateljan,10/27/25,Marija Mateljan,10/28/25
42:10,p 10,,"Mutant in the mirror acknowledges that we live in times of digital transformation, yet design practice is ill-equipped to proactively and responsibly deal with such change.",Mutant in the mirror_ Queer becomings with AI.pdf,Transitions: Digital Tech Connections,1,It is clearly about digital transformation.,10,10,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
42:11,p 11,,"there is an urgent need to critically re-think the capac- ity of design to cope with the increasing complexity and dynamism of (socio)technical sys- tems that actively learn, anticipate and adapt over time while in use (Giaccardi & Redström, 2020). To return to Muñoz's (2009) notion of queer futurity and queerness as an open hori- zon imbued with potentiality, this research calls for queer turnings toward design’s engage- ment with AI as a growing research agenda and field of practice",Mutant in the mirror_ Queer becomings with AI.pdf,Contribution: Theoretical: Opinion,1,Their opinion is that queer perspectives should be reinforced in the development and study of AI.,11,11,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
43:1,p 2,,Metaphors for designers working with AI,Metaphors for designers working with AI.pdf,Paper Reflection: Comment,1,"this is so weird, they dont really have a research method but it is a thought experiment - a proposal for different metaphors for AI. Interesting topic but no testing of the ideas",2,2,1,Angela Rout,10/27/25,Angela Rout,10/27/25
43:2,p 2,,"We then de- velop some qualities of useful metaphors, and finally explore a small collection of help- ful metaphors and practices that illuminate different aspects of machine learning in a way that can support design thinking",Metaphors for designers working with AI.pdf,Contribution: Methodological: Design,1,honestly not sure what the contribution is.  They present metaphors - which could be a method for design?,2,2,1,Angela Rout,10/27/25,Angela Rout,10/27/25
44:1,p 2,,More-than-human design and AI: Exploring the space between theory and practice,More-than-human Design and AI_ Exploring the Space between Theory.pdf,Paper Reflection: Comment,1,"Even though they present a software, this is ap osition piece. it has some theory and I like that they bring up the challenge of practice versus theory. They ""explore"" a problem through a design and then critique it through reflection. This is all ok but not super robust as research goes.",2,2,1,Angela Rout,10/20/25,Angela Rout,10/20/25
44:2,p 2,,"First, we explain how designers can use the tools (and create their own variants) to walk through design concepts from multiple perspectives. Then, we provide a critical discussion on the opportunities and limitations of using AI for MTH design, including how to situate MTH knowledge(s) and avoid extractivist relations",More-than-human Design and AI_ Exploring the Space between Theory.pdf,Contribution: Methodological : Software,1,"its sort of a design method but they share a new software, then they say the contribution is explaining how others can use it, and then a critique of it. This is interesting as I don't see a real user evaluation or any ""research"" per se. its more a reflection and presentation of a software.",2,2,1,Angela Rout,10/20/25,Angela Rout,10/20/25
44:3,p 3,,"MTHD aligns with two critiques that span the humanities, one challenging anthropocentrism and the other questioning the humanist conception of the human –as white, man, and able (Braidotti, 2019). Grounded on those critiques, MTH designers and researchers have chal- lenged the dominant traditions of HCD (Coulton & Lindley, 2019; Giaccardi & Redström, 2020; Wakkary, 2021). ",More-than-human Design and AI_ Exploring the Space between Theory.pdf,Transitions: Legitimize Design (Scientific),1,"here they talk specifically about the challenges in research facing the humanities and  - anthropocentrism, and also theoretical versus practical",3,3,1,Angela Rout,10/20/25,Angela Rout,10/20/25
44:4,p 4,,"Instead of framing this challenge as a theory/practice divide, we propose to explore the blurred space in between. In a sense, the work of many MTHD researchers and designers can be seen as already operating in that space. For example, Fuchsberger and Frauenberger (2024) discuss strategies for doing responsibilities in entangled worlds; Lindley et al. (2024) propose to oscillate between theoretical perspectives as a strategy for doing MTHD; and Nicenboim et al. (2024) describe decentering as a strategy for making posthuman knowledge through design.",More-than-human Design and AI_ Exploring the Space between Theory.pdf,Transitions: Legitimize Design (Scientific),1,"very interesting - they talk about ""doing design"" instead of focusing in a dialectic between theory and practice. this is quite a nice way to frame it and to explain the research approaches.",4,4,1,Angela Rout,10/20/25,Angela Rout,10/20/25
44:5,p 4,,"The generative AI (GenAI) tools in our experiments are based on OpenAI’s GPT-4 Large Lan- guage Model (LLM), an AI technology that can generate text based on prompts. The most fa- mous example of this technology is ChatGPT. ",More-than-human Design and AI_ Exploring the Space between Theory.pdf,Transitions: Digital Tech Connections,1,"even though this is a theory/practice paper, they are also presenting a technology, so it is entwined between humanist theory, design and tech, which could make the work feel more friendly to non-technology focused people",4,4,1,Angela Rout,10/20/25,Angela Rout,10/20/25
44:6,p 7,,"MoTH is based on a popular prompt titled Professor Synapse, published by Synaptic Labs2. The prompt uses ‘chain of reason’ which encourages GPT-4 to break any given task down into small bitesize tasks. The second technique the prompt employs is to ask GPT-4 to imag- ine several expert agents. Each of these agents should adopt the chain of reason approach to break down the challenge from different perspectives. If necessary, the agents can con- verse with each other and try to come to an agreement. The prompt also uses the idea of GPT-4 as an ‘operating system’ allowing ‘commands’ to be defined3. ",More-than-human Design and AI_ Exploring the Space between Theory.pdf,Transitions: Legitimize Design (Scientific),1,"they present their tools a little like a promo - its not really how they designed it, but what they designed and bit of why they designed it",7,7,1,Angela Rout,10/20/25,Angela Rout,10/20/25
44:7,p 12,,Opportunities and limitations,More-than-human Design and AI_ Exploring the Space between Theory.pdf,Transitions: Digital Tech Connections,1,they provide a critique of their digital design. this discussion and critique has no citations and I dont see they did a proper user evaluation so I am not sure how it was published. That said it is an interesting way to present design projects,12,12,1,Angela Rout,10/20/25,Angela Rout,10/20/25
44:8,p 15,,"In this paper, we have argued that further developing theory and practice in the context of MTHD demands moving beyond the idea that there is a gap to ‘bridge.’ Instead, we pro- posed that the complex entanglements between theory and practice could offer a produc- tive space for designers. To explore that space, we have described the design process of two tools which aimed at converging diverse MTH perspectives to generate design inquiries. Us- ing GPT-4, the tools (Oblique and MoTH) were generative in creating diverse ideas, actiona- ble strategies, and thought-provoking questions, rooted in diverse posthumanist theories.",More-than-human Design and AI_ Exploring the Space between Theory.pdf,Contribution: Theoretical: Opinion,1,"this section of the conclusion is pretty helpful for explaining what they did in the paper. they sort of opened up a theoretical problem in the introduction, they then designed something as a way to ""explore"" this challenge, finally they provide a critique and reflection on their own design and then bring it back to the literature and discuss how their work explored the ideas. They also cover tech, design, and more then human theory.",15,15,1,Angela Rout,10/20/25,Angela Rout,10/20/25
